Time,Memory (MB)
1676328988.3056087,2982
1676328989.3259377,2982
1676328990.33911,2983
1676328991.353067,3001
1676328992.3794649,3001
1676328993.4119563,3009
1676328994.445421,3011
1676328995.4917996,3010
1676328996.507855,3002
1676328997.525817,3000
1676328998.5576708,3007
1676328999.6006696,3018
1676329000.6203527,3018
1676329001.6544602,3016
1676329002.6834636,3019
1676329003.709339,2995
1676329004.735002,2998
1676329005.7698946,3015
1676329006.797484,3012
1676329007.8071477,3019
1676329008.8287697,3014
1676329009.8423274,3013
1676329010.8593378,3022
1676329011.8855183,3022
1676329012.9139273,3030
1676329013.938424,3028
1676329014.9891121,3022
1676329016.0048244,3025
1676329017.0159845,3023
1676329018.0440164,3014
1676329019.0623465,3008
1676329020.076492,3019
1676329021.0997553,3011
1676329022.1266208,3022
1676329023.1540523,3010
1676329024.16407,3018
1676329025.1772373,3022
1676329026.1908197,3022
1676329027.2506812,3028
1676329028.264567,3026
1676329029.2970781,3025
1676329030.3080506,3008
1676329031.3199291,3009
1676329032.3371973,3022
1676329033.3924851,3019
1676329034.4130347,3022
1676329035.4406362,3010
1676329036.4870515,3020
1676329037.511519,3005
1676329038.524774,3005
1676329039.5369654,3011
1676329040.5672197,3017
1676329041.5816019,3028
1676329042.6035924,3029
1676329043.6285803,3029
1676329044.651629,3018
1676329045.7000988,3026
1676329046.7185771,3020
1676329047.7377136,3035
1676329048.7646437,3026
1676329049.7936466,3026
1676329050.8318696,3026
1676329051.8429608,3021
1676329052.8956935,3021
1676329053.9253678,3027
1676329054.9436066,3028
1676329055.981853,3016
1676329056.9990022,3019
1676329058.0172393,3022
1676329059.0238092,3020
1676329060.0687592,3028
1676329061.098129,3045
1676329062.1171842,3032
1676329063.1337461,3039
1676329064.1617038,3033
1676329065.186702,3029
1676329066.200518,3028
1676329067.2299695,3028
1676329068.2589266,3029
1676329069.2873445,3030
1676329070.3125231,3022
1676329071.3249757,3022
1676329072.3463821,3022
1676329073.3534627,3022
1676329074.3673065,3021
1676329075.3875537,3039
1676329076.4342914,3023
1676329077.4506953,3024
1676329078.483583,3041
1676329079.5063367,3025
1676329080.5330398,3020
1676329081.5662754,3024
1676329082.592934,3030
1676329083.6004279,3031
1676329084.6148384,3021
1676329085.6439805,3020
1676329086.6621356,3028
1676329087.6685913,3029
1676329088.681282,3028
1676329089.7381155,3019
1676329090.7730412,3017
1676329091.799422,3027
1676329092.8195407,3033
1676329093.8491576,3031
1676329094.8822799,3020
1676329095.9003105,3019
1676329096.9096577,3017
1676329097.9332395,3014
1676329098.9496758,3015
1676329099.966465,3031
1676329100.9987085,3026
1676329102.0055056,3024
1676329103.0271902,3022
1676329104.04192,3031
1676329105.0816302,3015
1676329106.1108315,3025
1676329107.1380053,3030
1676329108.1529338,3032
1676329109.204943,3043
1676329110.2142973,3040
1676329111.2388916,3024
1676329112.2661378,3015
1676329113.2766268,3015
1676329114.3068945,3029
1676329115.330692,3014
