Time,Memory (MB)
1677591478.2011292,2348
1677591479.3084075,2350
1677591480.3265436,2362
1677591481.526882,2368
1677591482.562322,2366
1677591483.638101,2364
1677591484.683031,2368
1677591485.7621207,2367
1677591486.7757077,2354
1677591487.7978895,2354
1677591488.851851,2344
1677591490.104434,2357
1677591491.254474,2348
1677591492.4659338,2350
1677591493.6474118,2348
1677591494.6737945,2354
1677591495.6837077,2354
1677591496.791348,2355
1677591497.8863788,2351
1677591498.9602327,2356
1677591500.0076168,2352
1677591501.1471589,2362
1677591502.2606077,2361
1677591503.2929564,2358
1677591504.3523233,2344
1677591505.3837056,2342
1677591506.534171,2351
1677591507.6346357,2343
1677591508.7130194,2349
1677591509.8255832,2346
1677591510.959054,2343
1677591512.0971122,2343
1677591513.25543,2350
1677591514.3460705,2347
1677591515.368881,2348
1677591516.3835785,2348
1677591517.3981102,2347
1677591518.4702864,2348
1677591519.5505154,2348
1677591520.6085112,2359
1677591521.6796355,2358
1677591522.8072488,2356
1677591523.9081864,2352
1677591524.987484,2362
1677591526.1219833,2356
1677591527.204988,2358
1677591528.227044,2369
1677591529.3213298,2362
1677591530.3780878,2356
1677591531.4819686,2368
1677591532.6087797,2369
1677591533.645476,2364
1677591534.694796,2361
1677591535.8048952,2356
1677591536.8498464,2373
1677591537.9059443,2355
1677591539.0958948,2355
1677591540.1620905,2350
1677591541.2893615,2369
1677591542.4162774,2364
1677591543.4643393,2367
1677591544.5662043,2373
1677591545.6359708,2369
1677591546.824615,2379
1677591547.93731,2375
1677591549.071744,2373
1677591550.1295187,2361
1677591551.2404306,2370
1677591552.2688613,2372
1677591553.3315976,2365
1677591554.4733636,2369
1677591555.5199218,2362
1677591556.604786,2367
1677591557.647923,2363
1677591558.8383005,2369
1677591559.9579973,2369
1677591561.0615346,2367
1677591562.0974684,2362
1677591563.2732086,2362
1677591564.28127,2367
1677591565.40469,2366
1677591566.477147,2366
1677591567.542494,2374
1677591568.5821679,2361
1677591569.717883,2357
1677591570.7546527,2368
1677591571.777762,2369
1677591572.9233456,2375
1677591573.9691067,2367
1677591575.0059679,2369
1677591576.056706,2377
1677591577.1385276,2359
1677591578.247741,2358
1677591579.2993083,2359
1677591580.4308252,2360
1677591581.5298395,2362
1677591582.5582814,2370
1677591583.6980648,2373
1677591584.7375705,2369
1677591585.8502028,2374
1677591586.9632015,2364
1677591588.0262494,2374
1677591589.0721562,2363
1677591590.2191012,2368
1677591591.3315516,2376
1677591592.4160717,2361
1677591593.497955,2360
1677591594.6286745,2376
1677591595.6980205,2372
