Time,Memory (MB)
1677590111.8591123,1797
1677590112.8697174,1794
1677590113.8894348,1789
1677590114.9005952,1796
1677590115.926487,1790
1677590116.9366672,1787
1677590117.9467044,1791
1677590118.9586139,1793
1677590119.9774861,1799
1677590120.9873397,1789
1677590121.9986112,1784
1677590123.0099716,1796
1677590124.021785,1800
1677590125.030643,1794
1677590126.0466297,1778
1677590127.060228,1794
1677590128.0692232,1806
1677590129.0781915,1802
1677590130.0878696,1801
1677590131.0978377,1808
1677590132.109897,1800
1677590133.1184661,1781
1677590134.129603,1784
1677590135.1371293,1795
1677590136.1493526,1786
1677590137.1628664,1785
1677590138.1702194,1796
1677590139.1809351,1796
1677590140.1924932,1790
1677590141.2036529,1792
1677590142.2143095,1791
1677590143.233863,1789
1677590144.2471902,1795
1677590145.2576034,1809
1677590146.264799,1801
1677590147.274508,1798
1677590148.2856364,1796
1677590149.2978945,1795
1677590150.3068984,1804
1677590151.3174868,1794
1677590152.3279407,1788
1677590153.3407595,1786
1677590154.3499973,1788
1677590155.3599095,1790
1677590156.3743002,1789
1677590157.382947,1790
1677590158.393725,1788
1677590159.4056768,1799
1677590160.4170067,1797
1677590161.4279506,1795
1677590162.45165,1794
1677590163.4618254,1795
1677590164.4714355,1782
1677590165.4820044,1787
1677590166.4930432,1790
1677590167.5051467,1788
1677590168.5166955,1790
1677590169.5439265,1795
1677590170.5548363,1792
1677590171.5656161,1794
1677590172.5762427,1785
1677590173.5892982,1789
1677590174.6073833,1800
1677590175.6191163,1798
1677590176.6350553,1793
1677590177.6470354,1797
1677590178.6601944,1786
1677590179.671165,1781
1677590180.6814725,1786
1677590181.7018576,1799
1677590182.710602,1798
1677590183.7242346,1789
1677590184.7332015,1789
1677590185.742924,1806
1677590186.7555816,1812
1677590187.7672858,1803
1677590188.77831,1800
1677590189.7886884,1802
1677590190.799156,1794
1677590191.8111014,1798
1677590192.823608,1793
1677590193.836714,1800
1677590194.8481522,1802
1677590195.86099,1794
1677590196.871666,1795
1677590197.8846886,1797
1677590198.9032197,1798
1677590199.9203568,1794
1677590200.9340458,1795
1677590201.9506135,1779
1677590202.9610553,1785
1677590203.9711545,1798
1677590204.98264,1796
1677590205.9964912,1784
1677590207.0074394,1779
1677590208.0190287,1782
1677590209.0315576,1794
1677590210.0433404,1786
1677590211.0547123,1789
1677590212.0682225,1798
1677590213.0788386,1801
1677590214.0915859,1805
1677590215.1048286,1799
1677590216.116583,1803
1677590217.128841,1798
1677590218.1459448,1799
1677590219.157541,1795
1677590220.1814756,1795
1677590221.2051685,1788
1677590222.2190013,1800
1677590223.2303755,1791
1677590224.244793,1807
1677590225.2544062,1784
1677590226.266099,1797
1677590227.2751424,1802
1677590228.2854073,1795
1677590229.2943425,1794
