Time,Memory (MB)
1677592713.108941,2970
1677592714.439971,2956
1677592715.769607,2964
1677592717.022079,2969
1677592718.0785325,2968
1677592719.2562242,2969
1677592720.3618743,2966
1677592721.4382865,2973
1677592722.5789945,2971
1677592723.8061998,2969
1677592725.0884628,2979
1677592726.4676023,2984
1677592727.8182654,2983
1677592729.279249,2987
1677592730.4090734,2965
1677592731.5660918,2960
1677592732.77705,2965
1677592733.926569,2969
1677592735.1254184,2967
1677592736.286233,2963
1677592737.5369613,2963
1677592738.7621658,2984
1677592739.8436146,2962
1677592740.8925724,2974
1677592741.9762135,2973
1677592743.0516443,2970
1677592744.1961493,2971
1677592745.4968874,3005
1677592746.575797,2979
1677592747.7901652,2988
1677592748.9057837,2973
1677592750.0015717,2979
1677592751.1366413,2972
1677592752.1971323,2986
1677592753.4815822,2984
1677592754.6998272,3001
1677592756.05967,2995
1677592757.4544399,3011
1677592758.7258499,2977
1677592759.9246225,2985
1677592761.1300585,2984
1677592762.3230104,2987
1677592763.5423527,2990
1677592764.6938832,2987
1677592765.8666542,2990
1677592767.1309366,2983
1677592768.7096758,2972
1677592769.7725832,2991
1677592770.8580482,3004
1677592771.99489,3015
1677592773.2446427,3000
1677592774.3354635,2999
1677592775.5483134,3006
1677592776.6382985,2982
1677592777.7024262,2986
1677592778.8230963,2977
1677592779.951148,2972
1677592781.117664,2988
1677592782.5623665,2984
1677592783.686934,2989
1677592784.8463833,3004
1677592785.8742087,2987
1677592787.1346254,2978
1677592788.2198431,2981
1677592789.3419023,2997
1677592790.4618294,2974
1677592791.662532,2968
1677592792.7418714,2995
1677592793.7873187,2968
1677592795.1872041,2981
1677592796.4126904,2988
1677592797.5821555,2993
1677592798.7199945,2990
1677592799.823379,2998
1677592800.9875093,2992
1677592802.0108016,2997
1677592803.2904174,3002
1677592804.5581906,2995
1677592805.7231975,2990
1677592806.7659473,2986
1677592807.9820857,2999
1677592809.154085,2966
1677592810.1698368,2978
1677592811.505961,2984
1677592812.6262832,2981
1677592813.7650867,2970
1677592814.9448667,2972
1677592816.074816,2985
1677592817.2554135,3003
1677592818.399515,2978
1677592819.5206997,2992
1677592820.7980433,2994
1677592822.0540621,2986
1677592823.220901,2983
1677592824.3503373,2981
1677592825.4720583,2968
1677592826.5504029,2995
1677592827.7376711,2981
1677592828.8273237,3002
1677592830.01099,2991
1677592831.2934654,3001
