Time,CPU %
1676327135.5408561,24.189526184538657
1676327136.5519273,20.698254364089774
1676327137.5625134,16.080402010050253
1676327138.5713267,27.70780856423174
1676327139.5830507,22.55639097744361
1676327140.5933843,27.114427860696523
1676327141.6039712,17.16417910447762
1676327142.6113966,25.563909774436087
1676327143.6243818,21.553884711779446
1676327144.6348243,24.12935323383084
1676327145.644473,26.56641604010025
1676327146.6563296,20.347394540942933
1676327147.6657495,22.22222222222222
1676327148.6719253,24.43324937027708
1676327149.6800823,17.000000000000004
1676327150.6914384,29.292929292929294
1676327151.702103,16.29072681704261
1676327152.7130861,25.563909774436087
1676327153.7250283,17.839195979899504
1676327154.7360597,16.089108910891092
1676327155.745835,27.386934673366838
1676327156.7565293,17.98029556650246
1676327157.7645397,26.884422110552762
1676327158.775888,14.10579345088161
1676327159.786425,23.690773067331673
1676327160.7964518,22.388059701492537
1676327161.8082511,22.499999999999996
1676327162.820358,23.23232323232324
1676327163.8301294,19.035532994923855
1676327164.8397179,22.08121827411168
1676327165.850505,27.135678391959793
1676327166.8610861,16.417910447761198
1676327167.8717813,23.54430379746836
1676327168.8823273,17.000000000000004
1676327169.8923094,26.56641604010025
1676327170.9025679,23.096446700507613
1676327171.9097824,17.17171717171717
1676327172.918594,24.250000000000004
1676327173.9310882,15.86901763224181
1676327174.9424458,27.249999999999996
1676327175.9523027,18.844221105527637
1676327176.959296,21.85929648241206
1676327177.9698498,23.0
1676327178.98067,21.039603960396036
1676327179.9904065,27.204030226700247
1676327181.0019734,24.873096446700504
1676327182.0101695,20.895522388059707
1676327183.0204163,25.313283208020053
1676327184.0306256,15.189873417721522
1676327185.04199,24.744897959183675
1676327186.051958,17.839195979899504
1676327187.059767,24.74747474747475
1676327188.0746398,17.25888324873096
1676327189.0843701,21.695760598503743
1676327190.0984468,23.737373737373733
1676327191.1059241,22.6932668329177
1676327192.116257,25.440806045340047
1676327193.1272423,15.856777493606133
1676327194.1396782,18.341708542713565
1676327195.150032,24.937027707808568
1676327196.1621082,22.250000000000004
1676327197.173519,20.408163265306122
1676327198.1807003,19.84924623115578
1676327199.1924546,18.020304568527923
1676327200.2023752,26.065162907268167
1676327201.209606,21.85929648241206
1676327202.2196996,27.86069651741293
1676327203.2283924,16.834170854271356
1676327204.2348301,27.318295739348375
1676327205.2460568,14.936708860759495
1676327206.2591116,27.88944723618091
1676327207.2709467,24.371859296482413
1676327208.280717,21.94513715710723
1676327209.2913053,22.613065326633162
1676327210.303579,19.298245614035093
1676327211.3148198,18.22784810126582
1676327212.3259723,22.166246851385385
1676327213.3348851,19.651741293532343
1676327214.3443902,24.310776942355893
1676327215.350057,24.06015037593985
1676327216.3602405,16.414141414141415
1676327217.372801,27.135678391959793
1676327218.3862212,16.3727959697733
1676327219.395363,26.63316582914573
1676327220.4067988,16.414141414141415
1676327221.4147093,26.5
1676327222.4269388,17.085427135678387
1676327223.44158,22.084367245657567
1676327224.4566638,22.807017543859654
1676327225.4632819,24.00990099009901
1676327226.4726286,22.36180904522613
1676327227.482021,18.939393939393945
1676327228.4920704,18.1592039800995
1676327229.5025551,22.807017543859654
1676327230.5139196,17.955112219451376
1676327231.5252044,25.621890547263682
1676327232.5357125,19.035532994923855
1676327233.5454712,16.919191919191924
1676327234.5564532,25.125628140703515
1676327235.566344,23.989898989898993
1676327236.57747,27.735368956743002
1676327237.585911,16.030534351145043
1676327238.5998206,24.55696202531645
1676327239.6085937,17.16417910447762
1676327240.6203837,20.999999999999996
1676327241.6302125,25.5
1676327242.6397507,20.2020202020202
1676327243.6482954,22.388059701492537
1676327244.6577947,19.191919191919194
1676327245.671089,21.197007481296758
1676327246.6796446,26.515151515151516
1676327247.6922665,18.31683168316832
1676327248.706499,24.189526184538657
1676327249.7180147,17.13554987212276
1676327250.72931,19.799498746867172
1676327251.737805,27.249999999999996
1676327252.7459536,15.696202531645564
1676327253.754203,29.57393483709273
1676327254.7612636,17.543859649122805
1676327255.7716517,19.548872180451127
1676327256.7837086,22.97979797979798
1676327257.7945795,17.00507614213198
1676327258.8059018,24.371859296482413
1676327259.8146908,20.906801007556673
1676327260.8241646,16.582914572864325
1676327261.834077,27.95969773299748
1676327262.8451931,14.86146095717884
