Time,Memory (MB)
1677589215.2368104,1764
1677589216.2613564,1766
1677589217.268263,1772
1677589218.2759874,1767
1677589219.2838426,1765
1677589220.3080254,1770
1677589221.3256648,1773
1677589222.3358283,1764
1677589223.3462996,1781
1677589224.3571982,1774
1677589225.3633792,1764
1677589226.3853662,1776
1677589227.3919985,1776
1677589228.4043121,1772
1677589229.4167662,1776
1677589230.4236486,1776
1677589231.4335854,1777
1677589232.4462419,1759
1677589233.4696605,1759
1677589234.4803174,1775
1677589235.488309,1767
1677589236.5049572,1781
1677589237.5282135,1792
1677589238.5364814,1783
1677589239.542387,1776
1677589240.5479736,1774
1677589241.5591931,1764
1677589242.574952,1785
1677589243.5837748,1783
1677589244.6017542,1771
1677589245.6141686,1778
1677589246.623802,1789
1677589247.6533287,1773
1677589248.6684082,1787
1677589249.679693,1768
1677589250.6914158,1768
1677589251.7012756,1778
1677589252.7204213,1780
1677589253.7323518,1784
1677589254.7508864,1780
1677589255.7562938,1782
1677589256.7762063,1786
1677589257.7849286,1777
1677589258.796253,1775
1677589259.8184414,1781
1677589260.828681,1786
1677589261.8385603,1781
1677589262.8585496,1775
1677589263.8827453,1774
1677589264.9114661,1780
1677589265.9288192,1775
1677589266.9361246,1780
1677589267.9459615,1785
1677589268.9530966,1769
1677589269.9627867,1771
1677589270.9693406,1757
1677589271.9879255,1770
1677589272.997989,1776
1677589274.0085363,1785
1677589275.0243154,1781
1677589276.042852,1781
1677589277.051514,1787
1677589278.0646079,1782
1677589279.0848954,1781
1677589280.0936136,1796
1677589281.1006505,1792
1677589282.1099932,1799
1677589283.1221309,1787
1677589284.1389613,1775
1677589285.152704,1768
1677589286.162804,1781
1677589287.169807,1786
1677589288.1834056,1773
1677589289.1925359,1771
1677589290.1997623,1782
1677589291.2063568,1779
1677589292.2377894,1774
1677589293.2463956,1783
1677589294.2545717,1780
1677589295.2633648,1789
1677589296.286472,1782
1677589297.2954943,1775
1677589298.3055847,1780
1677589299.3298883,1780
1677589300.3375247,1788
1677589301.3464344,1786
1677589302.3570566,1783
1677589303.3686125,1784
1677589304.389886,1784
1677589305.4045656,1784
1677589306.4112802,1793
1677589307.4281917,1795
1677589308.436257,1791
1677589309.4462335,1791
1677589310.4580045,1793
1677589311.4718838,1785
1677589312.479512,1787
1677589313.4871202,1790
1677589314.4960837,1776
1677589315.5099897,1785
1677589316.5213716,1777
1677589317.5327375,1777
1677589318.5434175,1780
1677589319.5553298,1772
1677589320.5834162,1788
1677589321.5943341,1788
1677589322.6090145,1783
1677589323.6316633,1779
1677589324.643593,1778
1677589325.6562202,1779
1677589326.666713,1783
1677589327.6742432,1771
1677589328.7004843,1781
1677589329.7089117,1779
1677589330.7302015,1772
1677589331.764055,1770
