Time,CPU %
1677592713.108941,100.0
1677592714.439971,99.79716024340772
1677592715.769607,100.0
1677592717.022079,99.81132075471699
1677592718.0785325,100.0
1677592719.2562242,100.0
1677592720.3618743,99.57537154989384
1677592721.4382865,100.0
1677592722.5789945,100.0
1677592723.8061998,99.78118161925602
1677592725.0884628,100.0
1677592726.4676023,99.80544747081711
1677592727.8182654,99.81981981981983
1677592729.279249,99.81378026070763
1677592730.4090734,99.8272884283247
1677592731.5660918,100.0
1677592732.77705,99.78354978354979
1677592733.926569,99.58592132505176
1677592735.1254184,100.0
1677592736.286233,99.79166666666667
1677592737.5369613,99.78354978354979
1677592738.7621658,99.59919839679358
1677592739.8436146,100.0
1677592740.8925724,99.76958525345621
1677592741.9762135,100.0
1677592743.0516443,100.0
1677592744.1961493,100.0
1677592745.4968874,100.0
1677592746.575797,99.8069498069498
1677592747.7901652,100.0
1677592748.9057837,100.0
1677592750.0015717,100.0
1677592751.1366413,99.77220956719817
1677592752.1971323,100.0
1677592753.4815822,99.76359338061465
1677592754.6998272,100.0
1677592756.05967,100.0
1677592757.4544399,100.0
1677592758.7258499,99.82078853046595
1677592759.9246225,100.0
1677592761.1300585,99.7920997920998
1677592762.3230104,99.7920997920998
1677592763.5423527,99.7907949790795
1677592764.6938832,100.0
1677592765.8666542,100.0
1677592767.1309366,99.78540772532189
1677592768.7096758,99.80353634577604
1677592769.7725832,99.68152866242038
1677592770.8580482,99.76635514018692
1677592771.99489,99.76689976689977
1677592773.2446427,100.0
1677592774.3354635,99.79959919839679
1677592775.5483134,100.0
1677592776.6382985,99.58932238193019
1677592777.7024262,99.56236323851203
1677592778.8230963,100.0
1677592779.951148,100.0
1677592781.117664,100.0
1677592782.5623665,99.78947368421053
1677592783.686934,99.82456140350877
1677592784.8463833,100.0
1677592785.8742087,99.77777777777777
1677592787.1346254,100.0
1677592788.2198431,99.8015873015873
1677592789.3419023,100.0
1677592790.4618294,99.55555555555556
1677592791.662532,100.0
1677592792.7418714,99.79166666666667
1677592793.7873187,100.0
1677592795.1872041,99.53488372093024
1677592796.4126904,100.0
1677592797.5821555,100.0
1677592798.7199945,100.0
1677592799.823379,100.0
1677592800.9875093,100.0
1677592802.0108016,99.78632478632478
1677592803.2904174,100.0
1677592804.5581906,100.0
1677592805.7231975,99.8
1677592806.7659473,99.78540772532189
1677592807.9820857,99.76076555023924
1677592809.154085,100.0
1677592810.1698368,99.7867803837953
1677592811.505961,99.75369458128078
1677592812.6262832,100.0
1677592813.7650867,100.0
1677592814.9448667,100.0
1677592816.074816,100.0
1677592817.2554135,100.0
1677592818.399515,99.78858350951374
1677592819.5206997,100.0
1677592820.7980433,99.77728285077951
1677592822.0540621,99.60861056751467
1677592823.220901,100.0
1677592824.3503373,100.0
1677592825.4720583,99.33920704845815
1677592826.5504029,100.0
1677592827.7376711,99.76415094339622
1677592828.8273237,100.0
1677592830.01099,100.0
1677592831.2934654,100.0
