Time,CPU %,Memory (MB)
1676592393.8856056,11.250000000000004,1454
1676592394.89636,4.466501240694787,1454
1676592395.907242,9.045226130653262,1449
1676592396.9176197,6.218905472636815,1449
1676592397.9283526,17.042606516290725,1446
1676592398.9398131,10.999999999999998,1446
1676592399.9510157,12.468827930174564,1447
1676592400.9623344,18.546365914786968,1441
1676592401.9737475,10.97256857855362,1442
1676592402.9853654,18.891687657430733,1452
1676592403.9969165,9.999999999999998,1451
1676592405.00809,12.219451371571077,1451
1676592406.0192218,18.274111675126903,1461
1676592407.030081,10.696517412935325,1462
1676592408.0405972,19.106699751861044,1462
1676592409.0516362,10.275689223057649,1462
1676592410.0629146,12.060301507537686,1462
1676592411.0746374,16.541353383458645,1464
1676592412.08598,10.97256857855362,1464
1676592413.0967448,16.080402010050253,1460
1676592414.1085372,7.9999999999999964,1460
1676592415.1195538,10.473815461346636,1460
1676592416.1306992,16.080402010050253,1469
1676592417.1420014,8.999999999999996,1470
1676592418.1517203,17.042606516290725,1455
1676592419.1619458,10.499999999999998,1456
1676592420.1739476,11.69154228855721,1457
1676592421.1833017,17.085427135678387,1453
1676592422.1941073,9.975062344139651,1453
1676592423.2054365,17.587939698492463,1453
1676592424.2161207,9.27318295739349,1454
1676592425.2225554,15.829145728643212,1463
1676592426.2342215,31.909547738693465,1468
1676592427.243774,11.557788944723612,1468
1676592428.2533567,18.204488778054863,1469
1676592429.2629855,9.725685785536164,1469
1676592430.271842,10.999999999999998,1462
1676592431.2809992,17.794486215538853,1463
1676592432.29241,8.060453400503775,1463
1676592433.3035553,16.3727959697733,1459
1676592434.3142118,9.725685785536164,1459
1676592435.322081,14.28571428571429,1459
1676592436.3332524,16.708229426433917,1459
1676592437.3427782,9.250000000000004,1460
1676592438.3533666,17.587939698492463,1454
1676592439.3643615,9.725685785536164,1454
1676592440.3730068,14.536340852130325,1455
1676592441.3841288,13.09823677581864,1456
1676592442.3953621,10.526315789473683,1456
1676592443.4048295,15.736040609137058,1442
1676592444.4148846,9.774436090225569,1442
1676592445.4258087,16.582914572864325,1443
1676592446.436056,11.838790931989928,1444
1676592447.4465373,11.194029850746269,1444
1676592448.4582896,16.29072681704261,1447
1676592449.4680405,3.4567901234567877,1447
1676592450.4793139,17.587939698492463,1457
1676592451.4913473,11.194029850746269,1457
1676592452.504457,8.728179551122196,1457
1676592453.515811,15.671641791044777,1460
1676592454.5266013,9.975062344139651,1460
1676592455.537523,17.66169154228856,1467
1676592456.548862,12.749999999999995,1467
1676592457.5593548,8.312342569269527,1467
1676592458.570026,18.67007672634271,1475
1676592459.5811348,9.677419354838712,1476
1676592460.5901463,16.24365482233503,1476
1676592461.6009316,13.93034825870647,1476
1676592462.6133664,26.749999999999996,1460
1676592463.6250253,17.587939698492463,1445
1676592464.6368077,7.788944723618085,1445
1676592465.6481586,17.29323308270677,1438
1676592466.6587505,12.749999999999995,1438
1676592467.6675735,11.250000000000004,1440
1676592468.6791294,18.045112781954884,1449
1676592469.6896608,11.221945137157107,1449
1676592470.7008219,17.63224181360201,1450
1676592471.711071,11.586901763224178,1450
1676592472.7195485,11.557788944723612,1435
1676592473.7319355,15.577889447236181,1437
1676592474.74364,11.442786069651746,1437
1676592475.7543552,18.952618453865334,1438
1676592476.766786,12.219451371571077,1438
1676592477.7753005,13.28320802005013,1434
1676592478.7854445,16.417910447761198,1436
1676592479.795626,10.447761194029848,1436
1676592480.8069427,19.395465994962212,1446
1676592481.818837,12.935323383084574,1446
1676592482.8299613,14.463840399002493,1447
1676592483.8415158,12.749999999999995,1448
1676592484.8525312,10.199004975124382,1449
1676592485.8620555,18.295739348370933,1451
1676592486.8736427,9.999999999999998,1451
1676592487.8829844,16.79197994987469,1451
1676592488.893995,12.250000000000005,1451
1676592489.9051762,15.037593984962406,1450
1676592490.9158938,22.166246851385385,1441
1676592491.926662,14.249999999999996,1441
1676592492.9373505,21.94513715710723,1446
1676592493.9482415,15.384615384615385,1446
1676592494.9590535,9.250000000000004,1447
1676592495.9707444,18.000000000000004,1453
1676592496.981146,9.750000000000004,1453
1676592497.9928417,17.048346055979646,1448
