Time,CPU %,Memory (MB)
1676327074.9377854,12.594458438287148,1990
1676327075.9445496,14.249999999999996,1989
1676327076.9563115,0.9975062344139696,1989
1676327077.9653645,17.215189873417724,1999
1676327078.9763813,26.262626262626267,2008
1676327079.9864945,17.41293532338308,2000
1676327080.99545,27.500000000000004,1996
1676327082.0060995,16.708229426433917,1996
1676327083.0134182,23.441396508728186,2011
1676327084.0215766,23.425692695214106,2011
1676327085.0295582,19.289340101522846,1994
1676327086.0405903,24.242424242424242,1990
1676327087.0586214,16.24365482233503,1991
1676327088.066676,22.388059701492537,1995
1676327089.073435,23.214285714285708,2000
1676327090.0846934,15.909090909090907,2000
1676327091.0947974,27.95969773299748,2001
1676327092.106505,16.582914572864325,2001
1676327093.1161206,26.315789473684216,1989
1676327094.1264458,25.5,1991
1676327095.1419036,19.700748129675816,1985
1676327096.1500497,23.134328358208954,1993
1676327097.1572826,16.962025316455698,1993
1676327098.1668158,25.94458438287154,1996
1676327099.176828,20.050125313283207,1995
1676327100.186773,20.854271356783915,1988
1676327101.1967595,22.11055276381909,1974
1676327102.208752,20.050125313283207,1988
1676327103.2166843,23.484848484848484,1989
1676327104.2257943,23.308270676691734,1988
1676327105.2357094,16.030534351145043,1988
1676327106.245585,27.0,1979
1676327107.2560763,17.66169154228856,1980
1676327108.2661862,26.952141057934508,1991
1676327109.279325,22.305764411027575,1991
1676327110.2902272,18.274111675126903,1987
1676327111.2994413,24.874371859296485,1984
1676327112.3092988,18.952618453865334,1979
1676327113.3166695,23.809523809523814,1989
1676327114.3252702,22.6932668329177,1992
1676327115.335604,17.29323308270677,1992
1676327116.3469002,23.797468354430386,2001
1676327117.356982,19.543147208121823,1990
1676327118.3682685,22.418136020151135,1990
1676327119.3779032,23.857868020304572,1993
1676327120.3887942,16.249999999999996,1992
1676327121.3996065,26.38190954773869,1980
1676327122.407878,14.572864321608037,1979
1676327123.4165237,25.190839694656486,1987
1676327124.4268873,24.81389578163772,1988
1676327125.4350183,25.822784810126585,1979
1676327126.4446464,15.521628498727736,1979
1676327127.4551425,19.799498746867172,1977
1676327128.4668505,22.22222222222222,1978
1676327129.4744492,20.759493670886076,1983
1676327130.485644,22.418136020151135,1985
1676327131.495025,18.639798488664983,1993
1676327132.5054595,16.12090680100756,1993
1676327133.5189688,27.970297029702973,1985
1676327134.5303593,17.215189873417724,1978
1676327135.5408561,24.189526184538657,1991
1676327136.5519273,20.698254364089774,1985
1676327137.5625134,16.080402010050253,1985
1676327138.5713267,27.70780856423174,2000
1676327139.5830507,22.55639097744361,2000
1676327140.5933843,27.114427860696523,1996
1676327141.6039712,17.16417910447762,1995
1676327142.6113966,25.563909774436087,1990
1676327143.6243818,21.553884711779446,1989
1676327144.6348243,24.12935323383084,1996
1676327145.644473,26.56641604010025,1996
1676327146.6563296,20.347394540942933,1981
1676327147.6657495,22.22222222222222,1975
1676327148.6719253,24.43324937027708,1983
1676327149.6800823,17.000000000000004,1983
1676327150.6914384,29.292929292929294,1972
1676327151.702103,16.29072681704261,1972
1676327152.7130861,25.563909774436087,1987
1676327153.7250283,17.839195979899504,1979
1676327154.7360597,16.089108910891092,1980
1676327155.745835,27.386934673366838,1985
1676327156.7565293,17.98029556650246,1985
1676327157.7645397,26.884422110552762,1992
1676327158.775888,14.10579345088161,1991
1676327159.786425,23.690773067331673,1989
1676327160.7964518,22.388059701492537,1990
1676327161.8082511,22.499999999999996,2000
1676327162.820358,23.23232323232324,2000
1676327163.8301294,19.035532994923855,1980
1676327164.8397179,22.08121827411168,1981
1676327165.850505,27.135678391959793,1984
1676327166.8610861,16.417910447761198,1985
1676327167.8717813,23.54430379746836,1989
1676327168.8823273,17.000000000000004,1989
1676327169.8923094,26.56641604010025,1987
1676327170.9025679,23.096446700507613,1987
1676327171.9097824,17.17171717171717,1978
1676327172.918594,24.250000000000004,1987
1676327173.9310882,15.86901763224181,1987
1676327174.9424458,27.249999999999996,1979
1676327175.9523027,18.844221105527637,1979
1676327176.959296,21.85929648241206,1973
1676327177.9698498,23.0,1975
1676327178.98067,21.039603960396036,1975
1676327179.9904065,27.204030226700247,1990
1676327181.0019734,24.873096446700504,1989
1676327182.0101695,20.895522388059707,1988
1676327183.0204163,25.313283208020053,1989
1676327184.0306256,15.189873417721522,1989
1676327185.04199,24.744897959183675,1989
1676327186.051958,17.839195979899504,1989
1676327187.059767,24.74747474747475,1998
1676327188.0746398,17.25888324873096,1999
1676327189.0843701,21.695760598503743,1984
1676327190.0984468,23.737373737373733,1987
1676327191.1059241,22.6932668329177,1981
1676327192.116257,25.440806045340047,1981
1676327193.1272423,15.856777493606133,1981
1676327194.1396782,18.341708542713565,1989
1676327195.150032,24.937027707808568,1990
1676327196.1621082,22.250000000000004,1991
1676327197.173519,20.408163265306122,1978
1676327198.1807003,19.84924623115578,1977
1676327199.1924546,18.020304568527923,1987
1676327200.2023752,26.065162907268167,1989
1676327201.209606,21.85929648241206,1989
1676327202.2196996,27.86069651741293,1999
1676327203.2283924,16.834170854271356,1998
1676327204.2348301,27.318295739348375,1992
1676327205.2460568,14.936708860759495,1992
1676327206.2591116,27.88944723618091,1991
1676327207.2709467,24.371859296482413,1994
1676327208.280717,21.94513715710723,1993
1676327209.2913053,22.613065326633162,1998
1676327210.303579,19.298245614035093,1999
1676327211.3148198,18.22784810126582,1984
1676327212.3259723,22.166246851385385,1982
1676327213.3348851,19.651741293532343,1989
1676327214.3443902,24.310776942355893,1994
1676327215.350057,24.06015037593985,1988
1676327216.3602405,16.414141414141415,1988
