Time,CPU %,Memory (MB)
1677590051.1336508,3.7783375314861423,1786
1677590052.1475313,18.75,1777
1677590053.159045,42.288557213930346,1786
1677590054.168454,38.059701492537314,1790
1677590055.1746416,44.360902255639104,1799
1677590056.1849985,38.13131313131313,1799
1677590057.1975486,38.95781637717122,1794
1677590058.2106626,46.616541353383454,1789
1677590059.220667,36.408977556109726,1791
1677590060.237865,49.625935162094756,1785
1677590061.2522945,40.24691358024691,1785
1677590062.2746236,43.32493702770781,1801
1677590063.2870722,36.88118811881188,1801
1677590064.300378,39.10891089108911,1793
1677590065.3125055,47.35516372795969,1789
1677590066.3253145,38.40399002493765,1789
1677590067.3368676,44.776119402985074,1798
1677590068.3478677,31.17206982543641,1796
1677590069.3567958,45.25,1785
1677590070.3664467,39.05472636815921,1778
1677590071.3782368,44.8019801980198,1782
1677590072.3889377,44.58438287153652,1783
1677590073.3997915,35.87786259541985,1783
1677590074.4225824,43.92059553349876,1786
1677590075.437637,44.8019801980198,1790
1677590076.4504616,39.40149625935162,1809
1677590077.4601228,44.38902743142145,1792
1677590078.468294,36.34085213032582,1793
1677590079.4798877,43.0379746835443,1806
1677590080.492907,44.8019801980198,1806
1677590081.5004585,44.25,1795
1677590082.510047,38.94472361809045,1804
1677590083.5169015,41.0,1809
1677590084.5298617,44.19191919191919,1806
1677590085.5390706,39.650872817955104,1809
1677590086.5516963,47.858942065491185,1797
1677590087.5639024,36.04938271604938,1802
1677590088.5743587,37.15710723192019,1794
1677590089.5843403,45.11278195488722,1791
1677590090.5980778,43.59605911330049,1789
1677590091.6081767,43.17617866004962,1802
1677590092.623434,38.107416879795394,1802
1677590093.6346376,35.30864197530864,1791
1677590094.645989,47.75,1792
1677590095.658457,41.29353233830846,1802
1677590096.6700811,41.60401002506266,1776
1677590097.6782894,35.820895522388064,1786
1677590098.6911619,44.86215538847118,1788
1677590099.7018383,42.92803970223326,1799
1677590100.7143142,36.18090452261307,1799
1677590101.726345,43.03482587064676,1801
1677590102.7515233,34.83709273182958,1793
1677590103.762822,49.00497512437811,1804
1677590104.774754,38.65336658354115,1798
1677590105.78653,42.25,1796
1677590106.801001,39.042821158690174,1792
1677590107.8123434,32.58706467661692,1807
1677590108.8215542,43.10776942355889,1810
1677590109.830792,41.4572864321608,1805
1677590110.8428848,41.10275689223057,1794
1677590111.8591123,35.36895674300254,1797
1677590112.8697174,36.65835411471322,1794
1677590113.8894348,49.747474747474755,1789
1677590114.9005952,36.543209876543216,1796
1677590115.926487,43.609022556390975,1790
1677590116.9366672,39.16256157635468,1787
1677590117.9467044,41.584158415841586,1791
1677590118.9586139,44.38902743142145,1793
1677590119.9774861,35.66084788029925,1799
1677590120.9873397,48.529411764705884,1789
1677590121.9986112,38.02469135802469,1784
