Time,CPU %,Memory (MB)
1676334040.3375952,0.0,24.056
1676334041.3504436,0.0,24.056
1676334042.397548,8.833885489428887,24.28
1676334043.4200184,19.315961191563026,24.312
1676334044.466111,16.011968192395436,24.448
1676334045.4987245,17.915705843441447,24.456
1676334046.5359087,17.83675389045175,24.548
1676334047.557336,20.8042198069781,24.548
1676334048.6066663,20.012765580374484,24.708
1676334049.6245613,21.12202177328177,24.708
1676334050.6494095,18.05145346368813,24.708
1676334051.6946757,18.416362161634453,24.708
1676334052.7256222,19.39964889828019,24.708
1676334053.7465558,18.120668661635193,24.708
1676334054.7855277,19.490421234376132,24.708
1676334055.8227484,17.595097851494316,24.708
1676334056.8345845,20.0131236292245,24.708
1676334057.8510737,20.659342576988433,25.12
1676334058.8734915,20.295030397606904,25.12
1676334059.8986871,19.264616456533982,25.12
1676334060.9150126,19.924719513894473,25.12
1676334061.9300961,18.717671046552617,25.12
1676334062.9686131,18.29531922083746,25.12
1676334063.981248,20.491099988745745,25.12
1676334065.0285592,15.75462797496416,25.12
1676334066.0571296,22.604188972209265,25.12
1676334067.066441,19.07240845862587,25.12
1676334068.0910027,20.740577331515492,25.12
1676334069.107765,21.14555281725643,25.12
1676334070.1511846,17.969760208060517,25.128
1676334071.1640136,20.48716877352364,25.128
1676334072.1783211,19.4714127824134,25.128
1676334073.2078085,19.18430526474975,25.128
1676334074.2282476,17.884456938639723,25.136
1676334075.2453449,20.40119596391476,25.136
1676334076.2785704,20.80862236141165,25.136
1676334077.3131614,18.606387212577697,25.136
1676334078.3357086,19.314510988198748,25.136
1676334079.3611522,18.528567396307157,25.136
1676334080.3823476,21.788190336019497,25.136
1676334081.4126995,17.227124434440988,25.136
1676334082.4333034,21.800818226266934,25.136
1676334083.4617708,18.71717050655981,25.136
1676334084.4910827,21.13062143537316,25.136
1676334085.511322,20.338364654652214,25.136
1676334086.5234582,19.513183691631504,25.136
1676334087.5453777,21.038839393305214,25.144
1676334088.5578125,20.248219045562436,25.144
1676334089.569828,18.2803509599381,25.144
1676334090.5824206,18.516825868629596,25.144
1676334091.616586,20.306229890971977,25.144
1676334092.6327033,19.19069711783818,25.144
1676334093.648307,19.446560139313288,25.144
1676334094.675974,18.001943695020426,25.144
1676334095.7036335,18.97515379959296,25.144
1676334096.717098,18.747574208768324,25.144
1676334097.730805,18.989709522684027,25.384
1676334098.7736564,19.657641592341726,25.384
1676334099.7901912,21.64215124297071,25.384
1676334100.810192,17.15684702470255,25.384
1676334101.8491473,19.73136066919798,25.384
1676334102.8756354,18.50971349255802,25.384
1676334103.901559,18.276212423042708,25.384
1676334104.9321153,20.13475826067818,25.384
1676334105.9639194,16.233701966402347,25.384
1676334106.9829214,18.400357135837965,25.392
1676334108.0002618,19.16762529484762,25.404
1676334109.014743,21.68595899030874,25.404
1676334110.0361717,19.090908836272625,25.412
1676334111.061065,18.53851547230167,25.412
1676334112.0758512,18.969512175065603,25.412
1676334113.0924468,18.197993344607852,25.412
1676334114.1059873,19.979467887935805,25.412
1676334115.1253989,19.128682360546385,25.412
1676334116.1505058,19.022406218238427,25.412
1676334117.1811416,18.192652910150827,25.412
1676334118.2132745,16.228530826071648,25.412
1676334119.2277613,17.74296144877656,25.412
1676334120.2468994,21.341563079370577,25.412
1676334121.2563949,18.57363411760288,25.412
1676334122.26833,20.5052648641822,25.412
1676334123.2919478,17.096225710189096,25.412
1676334124.3435972,19.9686334218783,25.412
1676334125.3840232,21.145184438649775,25.412
1676334126.4004698,20.660209988257968,25.472
1676334127.4315612,18.911998512733017,25.48
1676334128.4420066,19.793252424721768,25.48
1676334129.4774647,17.14217138004719,25.48
1676334130.4994621,18.346425392061903,25.48
1676334131.5194376,18.382795861795238,25.48
1676334132.5347323,15.266502052974374,25.48
1676334133.564297,21.611076748364592,25.48
1676334134.5930529,16.76782601743053,25.48
1676334135.6222718,21.375433098664036,25.48
1676334136.6486883,20.94666167104479,25.48
1676334137.6609097,20.252487537580233,25.48
1676334138.6765385,19.69223372808874,25.48
1676334139.6979916,18.356201793298066,25.48
1676334140.715549,20.14628398444668,25.48
1676334141.7492316,19.10644552895949,25.48
1676334142.7624228,20.973336044156156,25.48
1676334143.801942,18.7586702935281,25.48
1676334144.8125968,20.531245982241494,25.48
1676334145.8547437,19.1911520285256,25.48
1676334146.8757167,20.07888617978656,25.48
1676334147.91936,17.965909565977825,25.48
1676334148.9549088,17.864921247306427,25.48
1676334149.9685168,19.23820688811636,25.48
1676334150.981109,20.738854738941942,25.48
1676334152.0205336,15.874166420661332,25.48
1676334153.0550237,18.849866074083117,25.48
1676334154.0646596,21.542418861223524,25.48
1676334155.089154,18.301710409558577,25.488
1676334156.1168046,19.21859443437401,25.488
1676334157.1431677,16.806916988839816,25.488
1676334158.1623008,19.133909175085897,25.488
1676334159.1931417,16.97643200436674,25.488
1676334160.211968,18.89429141684795,25.488
1676334161.2277448,18.704895249992088,25.488
1676334162.238923,20.273378998200574,25.488
1676334163.2636302,19.273800685120186,25.488
1676334164.288135,20.009665156728175,25.488
1676334165.310305,18.832482602071675,25.488
1676334166.3304138,20.340969549712646,25.488
1676334167.3546042,20.748094751902084,25.488
1676334168.3707197,20.17487330172474,25.488
1676334169.3881288,19.90349828217837,25.488
1676334170.4043493,16.236632571138106,25.488
1676334171.4231496,21.10325337841473,25.488
1676334172.4619305,18.77200426076607,25.488
1676334173.5066016,18.18754319131414,25.488
1676334174.5180652,18.53749281654239,25.488
1676334175.541451,19.542972669545062,25.488
1676334176.5627644,18.358712878752687,25.488
1676334177.5897179,18.98820227262441,25.488
1676334178.624719,18.115923834209184,25.488
1676334179.63492,18.808138604560927,25.488
1676334180.6653347,20.865383133655232,25.488
1676334181.685106,18.876780795800148,25.488
1676334182.6977966,20.983705361136632,25.488
1676334183.72939,20.599202739381433,25.488
1676334184.7491462,17.896432405741468,25.488
1676334185.7813,19.13474439770992,25.488
1676334186.801122,20.591831147720466,25.488
1676334187.8319626,16.97643593077074,25.488
1676334188.8611248,21.862443732004284,25.488
1676334189.8824036,17.62496095531885,25.488
1676334190.910312,17.75450159578426,25.488
1676334191.9373486,21.177432804110722,25.488
1676334192.9755974,18.05925555447627,25.488
1676334193.9957538,19.114716444574103,25.488
1676334195.020637,19.51441747590877,25.488
1676334196.0505767,18.447682806003996,25.488
1676334197.0658457,20.191692222357474,25.488
1676334198.0915067,21.205837188576226,25.496
1676334199.1209137,21.128668723651842,25.496
1676334200.1505787,19.180995885825446,25.496
1676334201.174579,20.2636685535262,25.496
1676334202.1910834,21.64279590921031,25.496
1676334203.2055974,18.9746031895242,25.496
1676334204.2320046,17.780466910596548,25.496
1676334205.2582934,18.756904469136984,25.496
1676334206.2692537,20.030459345207618,25.496
1676334207.2828844,16.771395339264426,25.496
1676334208.3081133,19.50783721950242,25.496
1676334209.336238,19.939218049346035,25.496
1676334210.3568504,22.045585841202602,25.496
1676334211.3719473,18.22486104342232,25.496
1676334212.3938408,19.326867208009265,25.496
1676334213.4390273,18.417765287430875,25.496
1676334214.4577813,17.668642188420698,25.496
1676334215.4786355,18.36697087865237,25.496
1676334216.4957993,18.679391528103558,25.496
1676334217.5366628,18.494259566281976,25.496
1676334218.57425,21.20303789836168,25.496
1676334219.5941148,20.34583412329659,25.496
1676334220.613147,19.626464420487157,25.496
1676334221.6298926,16.96589643900626,25.496
1676334222.6430018,19.741208409502537,25.496
1676334223.6673515,19.036467917347295,25.496
1676334224.690935,20.760398954631345,25.496
1676334225.7027836,20.25994621584662,25.496
1676334226.7168448,19.969208712050822,25.496
1676334227.7266822,20.795427292462836,25.496
1676334228.7399523,17.024087974412897,25.496
1676334229.7855923,18.170689864314337,25.496
1676334230.81077,19.021092316647806,25.496
1676334231.8352094,21.231125416297317,25.496
