Time,CPU %,Memory (MB)
1676334040.3392112,3.0226700251889116,2123
1676334041.3494666,18.905472636815922,2108
1676334042.3890138,47.692307692307686,2116
1676334043.418486,75.25252525252525,2126
1676334044.4680037,75.51020408163265,2138
1676334045.4917412,78.37837837837837,2144
1676334046.5103426,78.03030303030303,2135
1676334047.5176435,78.84130982367759,2137
1676334048.555856,77.74936061381075,2125
1676334049.581009,78.18627450980392,2128
1676334050.6047888,76.25,2128
1676334051.6173563,80.20304568527918,2147
1676334052.6461856,79.84886649874056,2142
1676334053.657212,72.13930348258705,2142
1676334054.6734803,81.31313131313132,2143
1676334055.6905262,73.05699481865284,2144
1676334056.711872,75.32808398950131,2153
1676334057.7243702,79.25,2145
1676334058.7537556,75.69620253164557,2145
1676334059.7630177,79.49367088607595,2133
1676334060.7790077,73.38501291989664,2137
1676334061.8096254,74.8730964467005,2125
1676334062.8234587,78.93401015228426,2117
1676334063.8519511,76.98209718670077,2144
1676334064.8867884,76.38190954773869,2150
1676334065.9013689,75.37688442211055,2136
1676334066.9232976,76.92307692307692,2136
1676334067.951803,80.20304568527918,2137
1676334068.9742036,74.02597402597402,2148
1676334070.0039515,76.94235588972431,2141
1676334071.0221837,75.70332480818415,2138
1676334072.030566,78.22784810126582,2143
1676334073.048006,78.64583333333334,2136
1676334074.0622768,72.58883248730965,2145
1676334075.0910022,81.23393316195373,2140
1676334076.1112325,77.07808564231739,2144
1676334077.1214173,77.11442786069651,2135
1676334078.1436648,75.25773195876289,2139
1676334079.164955,74.93606138107417,2124
1676334080.1852407,80.0498753117207,2134
1676334081.1996546,76.8637532133676,2136
1676334082.2211485,76.5,2145
1676334083.2426565,74.1025641025641,2147
1676334084.2590244,75.06297229219143,2136
1676334085.2694004,80.40712468193384,2129
1676334086.2882264,75.38860103626943,2140
1676334087.3097262,77.2020725388601,2139
1676334088.3490226,77.75,2139
1676334089.3573692,72.56857855361596,2139
1676334090.3907416,77.720207253886,2127
1676334091.4099712,76.78571428571428,2127
1676334092.4437158,78.93401015228426,2140
1676334093.470162,72.02072538860104,2141
1676334094.4875846,76.09254498714652,2142
1676334095.5054088,80.20304568527918,2148
1676334096.5207973,75.32467532467533,2148
1676334097.5345693,79.4486215538847,2128
1676334098.5511365,74.74226804123711,2133
1676334099.5916648,77.29591836734694,2141
1676334100.6138184,77.72277227722772,2152
1676334101.6331193,78.60696517412936,2146
1676334102.6462946,77.40259740259741,2140
1676334103.6656,75.0,2122
1676334104.6909158,75.18987341772151,2130
1676334105.734047,78.37150127226464,2146
1676334106.7596388,79.80535279805353,2167
1676334107.7836504,75.75,2162
1676334108.7982507,80.30690537084399,2152
1676334109.8221161,73.7789203084833,2148
1676334110.8453991,80.89330024813896,2147
